price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,city,month_sold,age,is_renovated,years_since_reno,total_rooms,living_lot_ratio,has_basement,zipcode
625000.0,4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014,Shoreline,5,0,0,0,6.5,0.3353549768105601,0,98155
400000.0,4.0,2.5,3630,42884,1.5,0,0,3,2300,1330,1979,Auburn,5,35,1,0,6.5,0.08464498076250437,1,98092
604000.0,3.0,2.5,3240,33151,2.0,0,2,3,3240,0,1995,Federal Way,5,19,0,19,5.5,0.09773166023166023,0,98023
440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,Seattle,5,70,0,70,3.0,0.16491445062873633,0,98107
287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992,Maple Valley,5,22,0,22,6.0,0.09265287724745831,1,98038
403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,Normandy Park,5,57,0,57,5.0,0.14960690023662315,1,98166
750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955,Seattle,5,59,1,5,5.5,0.3648297969775607,1,98116
335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,Fall City,5,36,1,14,5.25,0.09743463246176616,0,98024
260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,Renton,5,40,0,40,6.0,0.17157431022490147,0,98055
308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,Shoreline,5,64,1,31,3.0,0.13765182186234817,0,98155
439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990,Seattle,5,24,1,5,5.5,0.6154381084840056,0,98116
235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,Seattle,5,65,0,65,3.0,0.12870971173279439,0,98106
315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968,Woodinville,5,46,1,17,4.0,0.12634789238645028,0,98077
437500.0,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,Issaquah,5,37,0,37,5.25,0.056123757157915725,0,98027
407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,Renton,5,18,0,18,5.5,0.18449479017302362,0,98059
445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,Seattle,5,13,0,13,5.5,1.0753598645215918,0,98107
838000.0,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001,Redmond,5,13,0,13,6.5,0.07697853438452057,0,98052
630000.0,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000,Issaquah,5,14,0,14,6.75,0.07269703310263426,0,98027
550000.0,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979,Sammamish,5,35,1,0,4.75,0.08266810601971535,0,98075
805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,Seattle,5,85,0,85,5.0,0.6020884247944901,1,98115
284000.0,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,Carnation,5,46,1,17,4.75,0.07790858725761773,0,98014
470000.0,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976,Bothell,5,38,0,38,7.5,0.22887323943661972,1,98011
430000.0,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,Bellevue,5,60,1,35,5.5,0.19198080191980801,1,98006
491500.0,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968,Auburn,5,46,1,17,5.75,0.017456736785887942,0,98092
785000.0,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006,Snoqualmie,5,8,0,8,8.25,0.3051017005668556,0,98065
385000.0,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008,Seattle,5,6,0,6,6.25,0.9939759036144579,1,98199
295000.0,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,Seattle,5,5,0,5,4.5,1.1906501095690285,1,98106
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,Snoqualmie,5,2,1,102,6.5,0.5091524380864483,0,98065
459990.0,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,North Bend,5,1,1,91,5.5,0.48375451263537905,0,98045
625000.0,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,Renton,5,7,0,7,7.25,0.05054151624548736,1,98059
300000.0,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006,Kent,5,8,0,8,5.5,0.5028707186695703,0,98042
625000.0,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012,Renton,5,2,1,102,6.75,0.4420224038752649,0,98059
553000.0,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944,Seattle,5,70,0,70,3.0,0.1799640071985603,0,98117
379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,Issaquah,5,28,0,28,5.5,0.11739594450373532,1,98027
310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,Snoqualmie,5,41,0,41,4.0,0.10154836115021114,0,98065
775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,Redmond,5,10,1,11,4.5,0.3625050723657514,0,98053
365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,Renton,5,26,0,26,5.5,0.29927900965854987,1,98058
331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,Auburn,5,24,1,5,6.5,0.25468089389973825,1,98092
783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,Seattle,5,34,0,34,5.5,0.39966344131257886,1,98122
628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,Seattle,5,114,1,9,6.0,0.3793046082182665,1,98122
560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,Sammamish,5,27,1,14,5.5,0.21726700971983992,0,98074
900000.0,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,1928,Kirkland,5,86,1,60,4.0,0.017057186461980428,0,98033
531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,Seattle,5,14,0,14,5.0,1.0799319727891157,1,98103
831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,Seattle,5,32,1,3,7.0,0.5423644088977756,1,98112
780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,Sammamish,5,18,0,18,6.5,0.2655125461972379,0,98074
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,Bellevue,5,54,1,13,6.5,0.20778202489463884,1,98005
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,Issaquah,5,11,0,11,5.5,0.5732044198895028,0,98029
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,Issaquah,5,41,1,1,6.25,0.2580059639569558,1,98027
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,Sammamish,5,16,1,8,7.0,0.3729910037400182,0,98075
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,Seattle,5,72,0,72,3.0,0.36280531352663903,1,98118
410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978,Issaquah,5,36,1,14,5.25,0.049039640375970577,1,98027
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,Kirkland,5,35,0,35,7.0,0.331961980422755,1,98034
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,Shoreline,5,66,0,66,3.75,0.22163865546218486,0,98155
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,Seattle,5,106,0,106,3.0,0.21107202369931494,0,98112
620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,Kirkland,5,9,0,9,4.75,0.6770356816102471,0,98033
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,Seattle,5,8,0,8,5.0,1.1361804995970992,1,98136
232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,Des Moines,5,56,1,42,3.0,0.1488095238095238,0,98198
800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,Kirkland,5,24,0,24,7.5,0.23031795466067936,0,98033
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,Seattle,5,65,1,29,4.5,0.23997333629596712,1,98177
823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,Seattle,5,106,0,106,7.75,0.5838832233553289,1,98122
770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,Seattle,5,75,1,25,5.0,0.4122083844939484,1,98112
524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,Seattle,5,70,0,70,4.75,0.2825575076978808,1,98199
541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,Bellevue,5,54,1,13,7.75,0.32514536608520234,1,98006
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,Seattle,5,105,1,16,5.5,0.8395802098950524,0,98105
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,Federal Way,5,46,1,17,7.5,0.24233393459336522,1,98023
406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,Seattle,5,9,0,9,5.25,1.0577644411102776,0,98103
1395000.0,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,Seattle,5,43,0,43,8.5,0.4711549759135237,1,98105
736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000,Renton,5,14,0,14,6.5,0.1451723350833143,0,98059
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,Redmond,5,39,0,39,5.25,0.33494417597067155,1,98052
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,Bellevue,5,53,1,10,4.75,0.1773096920410612,0,98004
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,Auburn,5,16,1,8,6.5,0.36455929856945085,0,98092
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,Seattle,5,72,1,56,7.0,0.1991126501460881,1,98133
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006,Snoqualmie,5,8,0,8,6.5,0.44907407407407407,0,98065
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963,Bellevue,5,51,1,6,5.0,0.2752659574468085,1,98008
1090000.0,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,1992,Redmond,5,22,0,22,6.5,0.030655995931370125,0,98053
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,Seattle,5,59,1,9,3.0,0.15242242787152968,0,98136
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,1971,Federal Way,5,43,0,43,5.5,0.1291532132069576,0,98023
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,1924,Seattle,5,90,1,3,5.0,0.3277528884697005,1,98103
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,2006,Maple Valley,5,8,0,8,6.75,0.46190761847630474,0,98038
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,Duvall,5,28,0,28,5.0,0.10423905489923559,0,98019
525888.0,5.0,1.75,2550,71874,1.0,0,0,5,1810,740,1960,Issaquah,5,54,0,54,6.75,0.035478260869565216,1,98027
740000.0,4.0,1.75,2010,3600,1.5,0,0,3,2010,0,1902,Seattle,5,112,0,112,5.75,0.5581782838100527,0,98119
340000.0,5.0,1.0,1120,9022,1.5,0,0,4,1120,0,1962,Kirkland,5,52,0,52,6.0,0.12412723041117145,0,98034
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,1954,Seattle,5,60,1,9,5.5,0.5573606598350412,0,98144
206000.0,2.0,1.0,810,7158,1.0,0,0,5,810,0,1944,Burien,5,70,0,70,3.0,0.1131442938957955,0,98168
1030000.0,5.0,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,Bellevue,5,38,0,38,7.75,0.18852313693044145,1,98006
600000.0,3.0,1.75,1670,39639,1.0,0,0,4,1670,0,1976,Sammamish,5,38,1,22,4.75,0.042129162462159433,0,98075
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,1960,Shoreline,5,54,0,54,5.75,0.20979765708200213,1,98133
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,1953,Seattle,5,61,1,31,4.0,0.2416263956007332,0,98118
309950.0,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,1994,Renton,5,20,0,20,5.5,0.2398265084832249,0,98055
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,1945,Seattle,5,69,0,69,4.75,0.2955510139915108,1,98115
418000.0,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,1930,Seattle,5,84,0,84,5.0,0.23379207428287183,0,98103
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,1928,Seattle,5,86,1,44,6.0,0.38491547464239273,0,98133
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,Seattle,5,65,1,29,3.0,0.21710150447533802,0,98133
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,1984,Auburn,5,30,0,30,4.75,0.20629633609111422,1,98001
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,Renton,5,6,0,6,6.5,0.45906294368196876,0,98059
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,1994,Sammamish,5,20,0,20,5.5,0.4123186561466022,0,98075
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,Renton,5,56,1,42,5.0,0.10305165879928196,0,98059
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,Des Moines,5,58,1,13,7.0,0.20096069012841877,1,98198
1425000.0,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,2000,Seattle,5,14,0,14,4.5,0.5548612846788303,0,98112
585000.0,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,1949,Seattle,5,65,1,16,3.0,0.2048374030783474,1,98117
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,1977,Redmond,5,37,0,37,5.75,0.19656439620545252,1,98052
618500.0,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,1942,Seattle,5,72,1,32,5.0,0.3599280143971206,1,98115
487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,1977,Kirkland,5,37,1,10,5.75,0.21819366044290056,1,98034
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,2010,Issaquah,5,4,0,4,5.5,0.6627175120325806,0,98027
631625.0,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,2014,Seattle,5,0,0,0,6.5,0.3668069753457607,0,98117
555000.0,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,2009,Issaquah,5,5,0,5,5.5,0.6039850560398505,0,98027
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,Seattle,5,13,0,13,3.5,0.8061153578874218,0,98144
830000.0,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,2007,Redmond,5,7,0,7,6.5,0.3507685958939441,0,98052
890000.0,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,Issaquah,5,8,0,8,8.25,0.7685619892192662,1,98027
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,Seattle,5,6,0,6,6.0,0.7784935579781962,0,98125
415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,Issaquah,5,4,0,4,5.25,1.6216216216216217,1,98029
416286.0,3.0,2.5,1408,989,3.0,0,0,3,1408,0,2005,Seattle,5,9,0,9,5.5,1.4222222222222223,0,98115
478000.0,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,2007,Renton,5,7,0,7,5.5,0.6701940035273368,0,98056
890000.0,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,Issaquah,5,8,0,8,8.5,0.7482086318946842,1,98027
419190.0,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,2014,Issaquah,5,0,0,0,4.5,1.1142256482130344,0,98029
712198.0,4.0,2.5,2450,4247,2.0,0,0,3,2450,0,2013,Redmond,5,1,1,91,6.5,0.5767419962335216,0,98052
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,1971,Kirkland,5,43,0,43,6.0,0.1874755891160005,1,98034
450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,1912,Seattle,5,102,1,9,4.0,0.3665444851716095,0,98117
353000.0,3.0,1.0,1350,7740,1.0,0,0,4,860,490,1947,Seattle,5,67,1,26,4.0,0.17439607285880376,1,98125
609000.0,4.0,2.5,2150,37981,2.0,0,0,3,2150,0,1985,Redmond,5,29,0,29,6.5,0.05660576062345322,0,98052
234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1010,480,1975,Covington,5,39,0,39,4.75,0.1780805545595793,1,98042
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,1916,Seattle,5,98,1,28,5.0,0.28567347521782605,0,98136
469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,1924,Seattle,5,90,1,3,3.0,0.23403771870029538,0,98117
329350.0,2.0,1.0,720,6687,1.0,0,0,3,720,0,1942,Seattle,5,72,1,15,3.0,0.1076555023923445,0,98117
488000.0,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,1938,Seattle,5,76,0,76,7.0,0.4039192161567686,0,98117
279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1100,480,1962,Des Moines,5,52,0,52,4.75,0.19381746810598627,1,98198
606000.0,4.0,2.5,2110,13850,2.0,0,0,3,2110,0,1987,Issaquah,5,27,1,14,6.5,0.1523355714388853,0,98027
312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,1950,Seattle,5,64,1,1,6.0,0.18426647767540752,0,98146
650000.0,3.0,1.5,1630,7475,1.0,0,1,3,1160,470,1940,Seattle,5,74,1,18,4.5,0.2180310326377742,1,98115
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,Seattle,5,44,1,0,6.75,0.4158440276406713,1,98136
325000.0,4.0,2.5,1890,6156,1.0,0,0,3,980,910,1980,Seattle,5,34,0,34,6.5,0.30696767906447947,1,98106
425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1520,0,1967,Inglewood-Finn Hill,5,47,0,47,6.0,0.1903807615230461,0,98034
219000.0,2.0,1.0,900,5160,1.0,0,0,3,900,0,1952,Seattle,5,62,1,6,3.0,0.17438480914551444,0,98106
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,1954,Shoreline,5,60,1,9,4.0,0.15272727272727274,0,98133
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,1966,Bellevue,5,48,0,48,4.75,0.19381633594831565,0,98008
475000.0,6.0,3.0,3470,117612,1.5,0,0,3,3470,0,1924,Kenmore,5,90,1,3,9.0,0.02950354127519917,0,98028
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,1988,Bellevue,5,26,0,26,6.5,0.1900730411686587,0,98006
407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,Des Moines,5,56,1,10,6.25,0.12008033844707491,1,98198
272000.0,3.0,2.5,1650,13816,2.0,0,0,3,1650,0,1998,Carnation,5,16,1,8,5.5,0.11941810812766881,0,98014
362000.0,3.0,2.25,1640,14374,1.0,0,0,4,1140,500,1963,Burien,5,51,0,51,5.25,0.11408695652173913,1,98148
535000.0,3.0,2.5,1850,10109,2.0,0,0,3,1850,0,1991,Kirkland,5,23,0,23,5.5,0.18298714144411474,0,98034
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,Kent,5,11,0,11,6.5,0.3709886848451122,0,98042
367500.0,3.0,1.5,1410,9647,1.0,0,0,3,1410,0,1961,Shoreline,5,53,1,10,4.5,0.14614427860696516,0,98177
379900.0,4.0,1.75,1500,11600,1.0,0,0,4,1000,500,1955,Kenmore,5,59,1,5,5.75,0.12929919834497025,1,98028
520000.0,3.0,2.5,2460,54885,2.0,0,0,4,2460,0,1980,Renton,5,34,0,34,5.5,0.04482017272164122,0,98059
175000.0,3.0,1.0,1010,7034,1.0,0,0,3,1010,0,1954,Renton,5,60,1,9,4.0,0.1435678749111585,0,98057
460000.0,2.0,2.25,1230,929,2.0,0,0,3,1020,210,2004,Seattle,5,10,1,11,4.25,1.3225806451612903,1,98112
345000.0,4.0,2.5,2331,3826,2.0,0,0,3,2331,0,2007,Renton,5,7,0,7,6.5,0.6090932845570943,0,98058
455000.0,5.0,2.5,2240,7770,1.0,0,0,3,1340,900,1978,Kirkland,5,36,0,36,7.5,0.28825119032299573,1,98034
610000.0,4.0,3.0,2450,10117,1.0,0,0,5,1580,870,1967,Bellevue,5,47,0,47,7.0,0.24214271595176912,1,98006
563000.0,4.0,3.0,3100,15480,2.0,0,0,3,2400,700,1996,Kenmore,5,18,0,18,7.0,0.20024546217944578,1,98028
612500.0,4.0,2.0,2060,5000,1.0,0,0,3,1030,1030,1949,Seattle,5,65,1,1,6.0,0.41191761647670466,1,98117
218000.0,3.0,1.75,1850,7684,1.0,0,0,3,1320,530,1979,Federal Way,5,35,1,0,4.75,0.24072869225764476,1,98023
404000.0,4.0,1.75,1840,10720,1.0,0,0,3,960,880,1958,Bellevue,5,56,1,10,5.75,0.171625781177129,1,98008
860000.0,4.0,2.0,3740,32417,2.0,0,0,3,3740,0,2000,Redmond,5,14,0,14,6.0,0.11536800542908261,0,98053
136500.0,3.0,1.5,1420,8580,1.0,0,0,3,1420,0,1962,Federal Way,5,52,1,11,4.5,0.16548187856893137,0,98023
313950.0,3.0,1.0,1510,6083,1.0,0,0,4,860,650,1940,Seattle,5,74,1,13,4.0,0.24819197896120973,1,98115
575000.0,3.0,1.75,2130,6500,1.0,0,2,3,1170,960,1954,Seattle,5,60,1,9,4.75,0.32764190124596215,1,98199
1225000.0,4.0,2.25,3490,6906,2.0,0,0,4,2280,1210,1928,Seattle,5,86,0,86,6.25,0.5052844939916027,1,98199
280000.0,3.0,1.75,1630,11800,1.0,0,0,4,1630,0,1971,North Bend,5,43,0,43,4.75,0.13812388780611812,0,98045
515000.0,3.0,2.5,1790,7167,2.0,0,0,3,1790,0,1989,Sammamish,5,25,0,25,5.5,0.24972098214285715,0,98074
513000.0,4.0,2.5,2000,5684,2.0,0,0,3,2000,0,1996,Kenmore,5,18,0,18,6.5,0.3518029903254178,0,98028
599000.0,4.0,2.25,2260,29930,2.0,0,0,4,1400,860,1977,Bellevue,5,37,0,37,6.25,0.07550699943202699,1,98006
685000.0,4.0,2.5,3030,7864,2.0,0,0,3,3030,0,1999,Sammamish,5,15,0,15,6.5,0.3852511125238398,0,98074
365000.0,3.0,1.5,1310,8160,1.0,0,0,3,1310,0,1950,Seattle,5,64,1,9,4.5,0.16051954417350814,0,98133
762300.0,4.0,2.5,3880,14550,2.0,0,0,3,3880,0,1987,Sammamish,5,27,1,14,6.5,0.2666483403202529,0,98074
1580000.0,4.0,3.25,3760,10920,1.5,0,0,5,2400,1360,1950,Seattle,5,64,0,64,7.25,0.34429081585935356,1,98105
